Year,Urban Area,Functional Class,Functional Class Code,Vehicle Miles Travelled
2016,Rural,Interstate,1,16094
2016,Rural,Other Fwys & Exp,2,2182
2016,Rural,Other Princ Arterial,4,10219
2016,Rural,Minor Arterial,6,9304
2016,Rural,Major Collector,7,10303
2016,Rural,Minor Collector,8,6993
2016,Rural,Local,9,13119
2016,Small Urban,Interstate,11,2557
2016,Small Urban,Other Fwys & Exp,12,533
2016,Small Urban,Other Princ Arterial,14,3659
2016,Small Urban,Minor Arterial,16,3600
2016,Small Urban,Collector/Major Collector,17,1860
2016,Small Urban,Minor Collector,18,165
2016,Small Urban,Local,19,2396
2016,Urbanized,Interstate,11,54117
2016,Urbanized,Other Fwys & Exp,12,45625
2016,Urbanized,Other Princ Arterial,14,49120
2016,Urbanized,Minor Arterial,16,44936
2016,Urbanized,Major Collector,17,18282
2016,Urbanized,Minor Collector,18,297
2016,Urbanized,Local,19,40518
2015,Rural,Interstate,1,15663
2015,Rural,Other Princ Arterial**,2,1476
2015,Rural,Other Princ Arterial**,4,10655
2015,Rural,Minor Arterial,6,9448
2015,Rural,Major Collector,7,10165
2015,Rural,Minor Collector,8,25154
2015,Rural,Local,9,12060
2015,Small Urban,Interstate,11,2536
2015,Small Urban,Other Fwys & Exp,12,526
2015,Small Urban,Other Princ Arterial,14,3574
2015,Small Urban,Minor Arterial,16,3716
2015,Small Urban,Collector/Major Collector,17,1865
2015,Small Urban,Minor Collector,18,155
2015,Small Urban,Local,19,2100
2015,Urbanized,Interstate,11,54052
2015,Urbanized,Other Fwys & Exp,12,45530
2015,Urbanized,Other Princ Arterial,14,48732
2015,Urbanized,Minor Arterial,16,44606
2015,Urbanized,Collector/Major Collector*,17,18470
2015,Urbanized,Minor Collector,18,281
2015,Urbanized,Local,19,37814
2014,Rural,Interstate,1,15860
2014,Rural,Interstate,1,15860
2014,Rural,Other Princ Arterial**,2,1487
2014,Rural,Other Princ Arterial**,2,1487
2014,Rural,Other Princ Arterial**,4,10706
2014,Rural,Other Princ Arterial**,4,10706
2014,Rural,Minor Arterial,6,9467
2014,Rural,Minor Arterial,6,9467
2014,Rural,Major Collector,7,10239
2014,Rural,Major Collector,7,10239
2014,Rural,Minor Collector,8,25373
2014,Rural,Minor Collector,8,25373
2014,Rural,Local,9,12249
2014,Rural,Local,9,12249
2014,Small Urban,Interstate,11,2533
2014,Small Urban,Interstate,11,2533
2014,Small Urban,Other Fwys & Exp,12,539
2014,Small Urban,Other Fwys & Exp,12,539
2014,Small Urban,Other Princ Arterial,14,3574
2014,Small Urban,Other Princ Arterial,14,3574
2014,Small Urban,Minor Arterial,16,3773
2014,Small Urban,Minor Arterial,16,3773
2014,Small Urban,Collector/Major Collector,17,1895
2014,Small Urban,Collector/Major Collector,17,1895
2014,Small Urban,Minor Collector,18,157
2014,Small Urban,Local,19,2119
2014,Small Urban,Local,19,2119
2014,Urbanized,Interstate,11,55621
2014,Urbanized,Interstate,11,55621
2014,Urbanized,Other Fwys & Exp,12,47370
2014,Urbanized,Other Fwys & Exp,12,47370
2014,Urbanized,Other Princ Arterial,14,48680
2014,Urbanized,Other Princ Arterial,14,48680
2014,Urbanized,Minor Arterial,16,45350
2014,Urbanized,Minor Arterial,16,45350
2014,Urbanized,Collector/Major Collector*,17,18824
2014,Urbanized,Collector/Major Collector*,17,18824
2014,Urbanized,Minor Collector,18,298
2014,Urbanized,Local,19,38028
2014,Urbanized,Local,19,38028
2013,Rural,Interstate,1,17340
2013,Rural,Interstate,1,17340
2013,Rural,Other Princ Arterial**,2,1705
2013,Rural,Other Princ Arterial**,2,1705
2013,Rural,Other Princ Arterial**,4,10729
2013,Rural,Other Princ Arterial**,4,10729
2013,Rural,Minor Arterial,6,10726
2013,Rural,Minor Arterial,6,10726
2013,Rural,Major Collector,7,10997
2013,Rural,Major Collector,7,10997
2013,Rural,Minor Collector,8,25425
2013,Rural,Minor Collector,8,25425
2013,Rural,Local,9,12333
2013,Rural,Local,9,12333
2013,Small Urban,Interstate,11,1828
2013,Small Urban,Interstate,11,1828
2013,Small Urban,Other Fwys & Exp,12,570
2013,Small Urban,Other Fwys & Exp,12,570
2013,Small Urban,Other Princ Arterial,14,3622
2013,Small Urban,Other Princ Arterial,14,3622
2013,Small Urban,Minor Arterial,16,4118
2013,Small Urban,Minor Arterial,16,4118
2013,Small Urban,Collector/Major Collector,17,1828
2013,Small Urban,Collector/Major Collector,17,1828
2013,Small Urban,Minor Collector,18,
2013,Small Urban,Local,19,2185
2013,Small Urban,Local,19,2185
2013,Urbanized,Interstate,11,54279
2013,Urbanized,Interstate,11,54279
2013,Urbanized,Other Fwys & Exp,12,47370
2013,Urbanized,Other Fwys & Exp,12,47370
2013,Urbanized,Other Princ Arterial,14,47511
2013,Urbanized,Other Princ Arterial,14,47511
2013,Urbanized,Minor Arterial,16,46138
2013,Urbanized,Minor Arterial,16,46138
2013,Urbanized,Collector/Major Collector*,17,18596
2013,Urbanized,Collector/Major Collector*,17,18596
2013,Urbanized,Minor Collector,18,
2013,Urbanized,Local,19,38142
2013,Urbanized,Local,19,38142
2012,Rural,Interstate,1,16869
2012,Rural,Interstate,1,16869
2012,Rural,Other Princ Arterial**,2,10766
2012,Rural,Other Princ Arterial**,2,10766
2012,Rural,Other Princ Arterial**,4,
2012,Rural,Minor Arterial,6,12718
2012,Rural,Minor Arterial,6,12718
2012,Rural,Major Collector,7,11277
2012,Rural,Major Collector,7,11277
2012,Rural,Minor Collector,8,25609
2012,Rural,Minor Collector,8,25609
2012,Rural,Local,9,12452
2012,Rural,Local,9,12452
2012,Small Urban,Interstate,11,1829
2012,Small Urban,Interstate,11,1829
2012,Small Urban,Other Fwys & Exp,12,567
2012,Small Urban,Other Fwys & Exp,12,567
2012,Small Urban,Other Princ Arterial,14,3200
2012,Small Urban,Other Princ Arterial,14,3200
2012,Small Urban,Minor Arterial,16,4546
2012,Small Urban,Minor Arterial,16,4546
2012,Small Urban,Collector/Major Collector,17,1835
2012,Small Urban,Collector/Major Collector,17,1835
2012,Small Urban,Minor Collector,18,
2012,Small Urban,Local,19,2193
2012,Small Urban,Local,19,2193
2012,Urbanized,Interstate,11,52882
2012,Urbanized,Interstate,11,52882
2012,Urbanized,Other Fwys & Exp,12,46155
2012,Urbanized,Other Fwys & Exp,12,46155
2012,Urbanized,Other Princ Arterial,14,47052
2012,Urbanized,Other Princ Arterial,14,47052
2012,Urbanized,Minor Arterial,16,43677
2012,Urbanized,Minor Arterial,16,43677
2012,Urbanized,Collector/Major Collector*,17,18502
2012,Urbanized,Collector/Major Collector*,17,18502
2012,Urbanized,Minor Collector,18,
2012,Urbanized,Local,19,38202
2012,Urbanized,Local,19,38202
2011,Rural,Interstate,1,16852
2011,Rural,Interstate,1,16852
2011,Rural,Interstate,1,16852
2011,Rural,Other Princ Arterial**,2,10464
2011,Rural,Other Princ Arterial**,2,10464
2011,Rural,Other Princ Arterial,2,10464
2011,Rural,Other Princ Arterial**,4,
2011,Rural,Minor Arterial,6,12987
2011,Rural,Minor Arterial,6,12987
2011,Rural,Minor Arterial,6,12987
2011,Rural,Major Collector,7,11302
2011,Rural,Major Collector,7,11302
2011,Rural,Major Collector,7,11302
2011,Rural,Minor Collector,8,25683
2011,Rural,Minor Collector,8,25683
2011,Rural,Minor Collector,8,25683
2011,Rural,Local,9,12587
2011,Rural,Local,9,12587
2011,Rural,Local,9,12587
2011,Small Urban,Interstate,11,1814
2011,Small Urban,Interstate,11,1814
2011,Small Urban,Interstate,11,1814
2011,Small Urban,Other Fwys & Exp,12,578
2011,Small Urban,Other Fwys & Exp,12,578
2011,Small Urban,Other Fwys & Exp,12,578
2011,Small Urban,Other Princ Arterial,14,3081
2011,Small Urban,Other Princ Arterial,14,3081
2011,Small Urban,Other Princ Arterial,14,3081
2011,Small Urban,Minor Arterial,16,4700
2011,Small Urban,Minor Arterial,16,4700
2011,Small Urban,Minor Arterial,16,4700
2011,Small Urban,Collector,17,1846
2011,Small Urban,Collector/Major Collector,17,1846
2011,Small Urban,Collector/Major Collector,17,1846
2011,Small Urban,Minor Collector,18,
2011,Small Urban,Local,19,2195
2011,Small Urban,Local,19,2195
2011,Small Urban,Local,19,2195
2011,Urbanized,Interstate,11,53032
2011,Urbanized,Interstate,11,53032
2011,Urbanized,Interstate,11,53032
2011,Urbanized,Other Fwys & Exp,12,45791
2011,Urbanized,Other Fwys & Exp,12,45791
2011,Urbanized,Other Fwys & Exp,12,45791
2011,Urbanized,Other Princ Arterial,14,47040
2011,Urbanized,Other Princ Arterial,14,47040
2011,Urbanized,Other Princ Arterial,14,47040
2011,Urbanized,Minor Arterial,16,43103
2011,Urbanized,Minor Arterial,16,43103
2011,Urbanized,Minor Arterial,16,43103
2011,Urbanized,Collector/Major Collector*,17,18724
2011,Urbanized,Collector/Major Collector*,17,18724
2011,Urbanized,Collector,17,18724
2011,Urbanized,Minor Collector,18,
2011,Urbanized,Local,19,38155
2011,Urbanized,Local,19,38155
2011,Urbanized,Local,19,38155
2010,Rural,Interstate,1,16807
2010,Rural,Interstate,1,16807
2010,Rural,Interstate,1,16807
2010,Rural,Other Princ Arterial**,2,10518
2010,Rural,Other Princ Arterial**,2,10518
2010,Rural,Other Princ Arterial,2,10518
2010,Rural,Other Princ Arterial**,4,
2010,Rural,Minor Arterial,6,13108
2010,Rural,Minor Arterial,6,13108
2010,Rural,Minor Arterial,6,13108
2010,Rural,Major Collector,7,11383
2010,Rural,Major Collector,7,11383
2010,Rural,Major Collector,7,11383
2010,Rural,Minor Collector,8,25750
2010,Rural,Minor Collector,8,25750
2010,Rural,Minor Collector,8,25750
2010,Rural,Local,9,12641
2010,Rural,Local,9,12641
2010,Rural,Local,9,12641
2010,Small Urban,Interstate,11,1886
2010,Small Urban,Interstate,11,1886
2010,Small Urban,Interstate,11,1886
2010,Small Urban,Other Fwys & Exp,12,450
2010,Small Urban,Other Fwys & Exp,12,450
2010,Small Urban,Other Fwys & Exp,12,450
2010,Small Urban,Other Princ Arterial,14,3226
2010,Small Urban,Other Princ Arterial,14,3226
2010,Small Urban,Other Princ Arterial,14,3226
2010,Small Urban,Minor Arterial,16,4722
2010,Small Urban,Minor Arterial,16,4722
2010,Small Urban,Minor Arterial,16,4722
2010,Small Urban,Collector/Major Collector,17,1868
2010,Small Urban,Collector,17,1868
2010,Small Urban,Collector/Major Collector,17,1868
2010,Small Urban,Minor Collector,18,
2010,Small Urban,Local,19,2198
2010,Small Urban,Local,19,2198
2010,Small Urban,Local,19,2198
2010,Urbanized,Interstate,11,53776
2010,Urbanized,Interstate,11,53776
2010,Urbanized,Interstate,11,53776
2010,Urbanized,Other Fwys & Exp,12,45740
2010,Urbanized,Other Fwys & Exp,12,45740
2010,Urbanized,Other Fwys & Exp,12,45740
2010,Urbanized,Other Princ Arterial,14,48355
2010,Urbanized,Other Princ Arterial,14,48355
2010,Urbanized,Other Princ Arterial,14,48355
2010,Urbanized,Minor Arterial,16,49121
2010,Urbanized,Minor Arterial,16,49121
2010,Urbanized,Minor Arterial,16,49121
2010,Urbanized,Collector/Major Collector*,17,19941
2010,Urbanized,Collector/Major Collector*,17,19941
2010,Urbanized,Collector,17,19941
2010,Urbanized,Minor Collector,18,
2010,Urbanized,Local,19,38107
2010,Urbanized,Local,19,38107
2010,Urbanized,Local,19,38107
2009,Rural,Interstate,1,16679
2009,Rural,Interstate,1,16679
2009,Rural,Interstate,1,16679
2009,Rural,Other Princ Arterial**,2,10429
2009,Rural,Other Princ Arterial**,2,10429
2009,Rural,Other Princ Arterial,2,10429
2009,Rural,Other Princ Arterial**,4,
2009,Rural,Minor Arterial,6,13149
2009,Rural,Minor Arterial,6,13149
2009,Rural,Minor Arterial,6,13149
2009,Rural,Major Collector,7,11541
2009,Rural,Major Collector,7,11541
2009,Rural,Major Collector,7,11541
2009,Rural,Minor Collector,8,25819
2009,Rural,Minor Collector,8,25819
2009,Rural,Minor Collector,8,25819
2009,Rural,Local,9,12689
2009,Rural,Local,9,12689
2009,Rural,Local,9,12689
2009,Small Urban,Interstate,11,1886
2009,Small Urban,Interstate,11,1886
2009,Small Urban,Interstate,11,1886
2009,Small Urban,Other Fwys & Exp,12,430
2009,Small Urban,Other Fwys & Exp,12,430
2009,Small Urban,Other Fwys & Exp,12,430
2009,Small Urban,Other Princ Arterial,14,3271
2009,Small Urban,Other Princ Arterial,14,3271
2009,Small Urban,Other Princ Arterial,14,3271
2009,Small Urban,Minor Arterial,16,4990
2009,Small Urban,Minor Arterial,16,4990
2009,Small Urban,Minor Arterial,16,4990
2009,Small Urban,Collector/Major Collector,17,2189
2009,Small Urban,Collector,17,2189
2009,Small Urban,Collector/Major Collector,17,2189
2009,Small Urban,Minor Collector,18,
2009,Small Urban,Local,19,2193
2009,Small Urban,Local,19,2193
2009,Small Urban,Local,19,2193
2009,Urbanized,Interstate,11,54115
2009,Urbanized,Interstate,11,54115
2009,Urbanized,Interstate,11,54115
2009,Urbanized,Other Fwys & Exp,12,45822
2009,Urbanized,Other Fwys & Exp,12,45822
2009,Urbanized,Other Fwys & Exp,12,45822
2009,Urbanized,Other Princ Arterial,14,48979
2009,Urbanized,Other Princ Arterial,14,48979
2009,Urbanized,Other Princ Arterial,14,48979
2009,Urbanized,Minor Arterial,16,51609
2009,Urbanized,Minor Arterial,16,51609
2009,Urbanized,Minor Arterial,16,51609
2009,Urbanized,Collector,17,21967
2009,Urbanized,Collector/Major Collector*,17,21967
2009,Urbanized,Collector/Major Collector*,17,21967
2009,Urbanized,Minor Collector,18,
2009,Urbanized,Local,19,37969
2009,Urbanized,Local,19,37969
2009,Urbanized,Local,19,37969
2008,Rural,Interstate,1,16874
2008,Rural,Interstate,1,16874
2008,Rural,Interstate,1,16874
2008,Rural,Other Princ Arterial,2,10576
2008,Rural,Other Princ Arterial**,2,10576
2008,Rural,Other Princ Arterial**,2,10576
2008,Rural,Other Princ Arterial**,4,
2008,Rural,Minor Arterial,6,13140
2008,Rural,Minor Arterial,6,13140
2008,Rural,Minor Arterial,6,13140
2008,Rural,Major Collector,7,11306
2008,Rural,Major Collector,7,11306
2008,Rural,Major Collector,7,11306
2008,Rural,Minor Collector,8,25868
2008,Rural,Minor Collector,8,25868
2008,Rural,Minor Collector,8,25868
2008,Rural,Local,9,12728
2008,Rural,Local,9,12728
2008,Rural,Local,9,12728
2008,Small Urban,Interstate,11,1952
2008,Small Urban,Interstate,11,1952
2008,Small Urban,Interstate,11,1952
2008,Small Urban,Other Fwys & Exp,12,454
2008,Small Urban,Other Fwys & Exp,12,454
2008,Small Urban,Other Fwys & Exp,12,454
2008,Small Urban,Other Princ Arterial,14,3292
2008,Small Urban,Other Princ Arterial,14,3292
2008,Small Urban,Other Princ Arterial,14,3292
2008,Small Urban,Minor Arterial,16,4892
2008,Small Urban,Minor Arterial,16,4892
2008,Small Urban,Minor Arterial,16,4892
2008,Small Urban,Collector/Major Collector,17,2191
2008,Small Urban,Collector/Major Collector,17,2191
2008,Small Urban,Collector,17,2191
2008,Small Urban,Minor Collector,18,
2008,Small Urban,Local,19,2186
2008,Small Urban,Local,19,2186
2008,Small Urban,Local,19,2186
2008,Urbanized,Interstate,11,54101
2008,Urbanized,Interstate,11,54101
2008,Urbanized,Interstate,11,54101
2008,Urbanized,Other Fwys & Exp,12,45420
2008,Urbanized,Other Fwys & Exp,12,45420
2008,Urbanized,Other Fwys & Exp,12,45420
2008,Urbanized,Other Princ Arterial,14,49124
2008,Urbanized,Other Princ Arterial,14,49124
2008,Urbanized,Other Princ Arterial,14,49124
2008,Urbanized,Minor Arterial,16,52264
2008,Urbanized,Minor Arterial,16,52264
2008,Urbanized,Minor Arterial,16,52264
2008,Urbanized,Collector/Major Collector*,17,22186
2008,Urbanized,Collector/Major Collector*,17,22186
2008,Urbanized,Collector,17,22186
2008,Urbanized,Minor Collector,18,
2008,Urbanized,Local,19,37797
2008,Urbanized,Local,19,37797
2008,Urbanized,Local,19,37797
2007,Rural,Interstate,1,17351
2007,Rural,Interstate,1,17351
2007,Rural,Interstate,1,17351
2007,Rural,Other Princ Arterial**,2,10841
2007,Rural,Other Princ Arterial,2,10841
2007,Rural,Other Princ Arterial**,2,10841
2007,Rural,Other Princ Arterial**,4,
2007,Rural,Minor Arterial,6,14019
2007,Rural,Minor Arterial,6,14019
2007,Rural,Minor Arterial,6,14019
2007,Rural,Major Collector,7,11573
2007,Rural,Major Collector,7,11573
2007,Rural,Major Collector,7,11573
2007,Rural,Minor Collector,8,25996
2007,Rural,Minor Collector,8,25996
2007,Rural,Minor Collector,8,25996
2007,Rural,Local,9,12728
2007,Rural,Local,9,12728
2007,Rural,Local,9,12728
2007,Small Urban,Interstate,11,2019
2007,Small Urban,Interstate,11,2019
2007,Small Urban,Interstate,11,2019
2007,Small Urban,Other Fwys & Exp,12,467
2007,Small Urban,Other Fwys & Exp,12,467
2007,Small Urban,Other Fwys & Exp,12,467
2007,Small Urban,Other Princ Arterial,14,3397
2007,Small Urban,Other Princ Arterial,14,3397
2007,Small Urban,Other Princ Arterial,14,3397
2007,Small Urban,Minor Arterial,16,5082
2007,Small Urban,Minor Arterial,16,5082
2007,Small Urban,Minor Arterial,16,5082
2007,Small Urban,Collector/Major Collector,17,2364
2007,Small Urban,Collector,17,2364
2007,Small Urban,Collector/Major Collector,17,2364
2007,Small Urban,Minor Collector,18,
2007,Small Urban,Local,19,2186
2007,Small Urban,Local,19,2186
2007,Small Urban,Local,19,2186
2007,Urbanized,Interstate,11,54596
2007,Urbanized,Interstate,11,54596
2007,Urbanized,Interstate,11,54596
2007,Urbanized,Other Fwys & Exp,12,46501
2007,Urbanized,Other Fwys & Exp,12,46501
2007,Urbanized,Other Fwys & Exp,12,46501
2007,Urbanized,Other Princ Arterial,14,50536
2007,Urbanized,Other Princ Arterial,14,50536
2007,Urbanized,Other Princ Arterial,14,50536
2007,Urbanized,Minor Arterial,16,54221
2007,Urbanized,Minor Arterial,16,54221
2007,Urbanized,Minor Arterial,16,54221
2007,Urbanized,Collector/Major Collector*,17,22797
2007,Urbanized,Collector/Major Collector*,17,22797
2007,Urbanized,Collector,17,22797
2007,Urbanized,Minor Collector,18,
2007,Urbanized,Local,19,37950
2007,Urbanized,Local,19,37950
2007,Urbanized,Local,19,37950
2006,Rural,Interstate,1,17149
2006,Rural,Interstate,1,17149
2006,Rural,Interstate,1,17149
2006,Rural,Other Princ Arterial**,2,10632
2006,Rural,Other Princ Arterial,2,10632
2006,Rural,Other Princ Arterial**,2,10632
2006,Rural,Other Princ Arterial**,4,
2006,Rural,Minor Arterial,6,13984
2006,Rural,Minor Arterial,6,13984
2006,Rural,Minor Arterial,6,13984
2006,Rural,Major Collector,7,12200
2006,Rural,Major Collector,7,12200
2006,Rural,Major Collector,7,12200
2006,Rural,Minor Collector,8,25996
2006,Rural,Minor Collector,8,25996
2006,Rural,Minor Collector,8,25996
2006,Rural,Local,9,12728
2006,Rural,Local,9,12728
2006,Rural,Local,9,12728
2006,Small Urban,Interstate,11,2085
2006,Small Urban,Interstate,11,2085
2006,Small Urban,Interstate,11,2085
2006,Small Urban,Other Fwys & Exp,12,417
2006,Small Urban,Other Fwys & Exp,12,417
2006,Small Urban,Other Fwys & Exp,12,417
2006,Small Urban,Other Princ Arterial,14,3412
2006,Small Urban,Other Princ Arterial,14,3412
2006,Small Urban,Other Princ Arterial,14,3412
2006,Small Urban,Minor Arterial,16,5409
2006,Small Urban,Minor Arterial,16,5409
2006,Small Urban,Minor Arterial,16,5409
2006,Small Urban,Collector,17,2307
2006,Small Urban,Collector/Major Collector,17,2307
2006,Small Urban,Collector/Major Collector,17,2307
2006,Small Urban,Minor Collector,18,
2006,Small Urban,Local,19,2186
2006,Small Urban,Local,19,2186
2006,Small Urban,Local,19,2186
2006,Urbanized,Interstate,11,54624
2006,Urbanized,Interstate,11,54624
2006,Urbanized,Interstate,11,54624
2006,Urbanized,Other Fwys & Exp,12,46959
2006,Urbanized,Other Fwys & Exp,12,46959
2006,Urbanized,Other Fwys & Exp,12,46959
2006,Urbanized,Other Princ Arterial,14,50243
2006,Urbanized,Other Princ Arterial,14,50243
2006,Urbanized,Other Princ Arterial,14,50243
2006,Urbanized,Minor Arterial,16,60855
2006,Urbanized,Minor Arterial,16,60855
2006,Urbanized,Minor Arterial,16,60855
2006,Urbanized,Collector/Major Collector*,17,28119
2006,Urbanized,Collector,17,28119
2006,Urbanized,Collector/Major Collector*,17,28119
2006,Urbanized,Minor Collector,18,
2006,Urbanized,Local,19,37950
2006,Urbanized,Local,19,37950
2006,Urbanized,Local,19,37950
2005,Rural,Interstate,1,16447
2005,Rural,Interstate,1,16447
2005,Rural,Interstate,1,16447
2005,Rural,Other Princ Arterial**,2,10864
2005,Rural,Other Princ Arterial**,2,10864
2005,Rural,Other Princ Arterial,2,10864
2005,Rural,Other Princ Arterial**,4,
2005,Rural,Minor Arterial,6,13982
2005,Rural,Minor Arterial,6,13982
2005,Rural,Minor Arterial,6,13982
2005,Rural,Major Collector,7,13024
2005,Rural,Major Collector,7,13024
2005,Rural,Major Collector,7,13024
2005,Rural,Minor Collector,8,25748
2005,Rural,Minor Collector,8,25748
2005,Rural,Minor Collector,8,25748
2005,Rural,Local,9,12607
2005,Rural,Local,9,12607
2005,Rural,Local,9,12607
2005,Small Urban,Interstate,11,2009
2005,Small Urban,Interstate,11,2009
2005,Small Urban,Interstate,11,2009
2005,Small Urban,Other Fwys & Exp,12,406
2005,Small Urban,Other Fwys & Exp,12,406
2005,Small Urban,Other Fwys & Exp,12,406
2005,Small Urban,Other Princ Arterial,14,3456
2005,Small Urban,Other Princ Arterial,14,3456
2005,Small Urban,Other Princ Arterial,14,3456
2005,Small Urban,Minor Arterial,16,5357
2005,Small Urban,Minor Arterial,16,5357
2005,Small Urban,Minor Arterial,16,5357
2005,Small Urban,Collector,17,2425
2005,Small Urban,Collector/Major Collector,17,2425
2005,Small Urban,Collector/Major Collector,17,2425
2005,Small Urban,Minor Collector,18,
2005,Small Urban,Local,19,2165
2005,Small Urban,Local,19,2165
2005,Small Urban,Local,19,2165
2005,Urbanized,Interstate,11,54025
2005,Urbanized,Interstate,11,54025
2005,Urbanized,Interstate,11,54025
2005,Urbanized,Other Fwys & Exp,12,46451
2005,Urbanized,Other Fwys & Exp,12,46451
2005,Urbanized,Other Fwys & Exp,12,46451
2005,Urbanized,Other Princ Arterial,14,50744
2005,Urbanized,Other Princ Arterial,14,50744
2005,Urbanized,Other Princ Arterial,14,50744
2005,Urbanized,Minor Arterial,16,57938
2005,Urbanized,Minor Arterial,16,57938
2005,Urbanized,Minor Arterial,16,57938
2005,Urbanized,Collector,17,26270
2005,Urbanized,Collector/Major Collector*,17,26270
2005,Urbanized,Collector/Major Collector*,17,26270
2005,Urbanized,Minor Collector,18,
2005,Urbanized,Local,19,37446
2005,Urbanized,Local,19,37446
2005,Urbanized,Local,19,37446
2004,Rural,Interstate,1,22250
2004,Rural,Interstate,1,22250
2004,Rural,Interstate,1,22250
